"Country","Date","Negative","Positive","Neutral","Total","Prop.negative","boostrap.avg","boostrap.se"
"United Kingdom",2020-10-23,0,0,0,0,0,0,0
"United Kingdom",2020-10-24,0,0,0,0,0,0,0
"United Kingdom",2020-10-25,0,0,0,0,0,0,0
"United Kingdom",2020-10-26,0,0,0,0,0,0,0
"United Kingdom",2020-10-27,0,0,0,0,0,0,0
"United Kingdom",2020-10-28,0,0,0,0,0,0,0
"United Kingdom",2020-10-29,0,0,0,0,0,0,0
"United Kingdom",2020-10-30,0,0,0,0,0,0,0
"United Kingdom",2020-10-31,0,0,0,0,0,0,0
"United Kingdom",2020-11-01,0,0,0,0,0,0,0
"United Kingdom",2020-11-02,0,0,0,0,0,0,0
"United Kingdom",2020-11-03,1,0,2,3,0.333333333333333,0.96,0.0723627226986633
"United Kingdom",2020-11-04,0,2,2,4,0,0,0
"United Kingdom",2020-11-05,1,1,0,2,0.5,1.01,0.0688945908360348
"United Kingdom",2020-11-06,0,2,4,6,0,0,0
"United Kingdom",2020-11-07,1,1,3,5,0.2,0.94,0.101324561023804
"United Kingdom",2020-11-08,1,0,2,3,0.333333333333333,0.81,0.0734365664565637
"United Kingdom",2020-11-09,26,59,41,126,0.206349206349206,25.74,0.440756924695083
"United Kingdom",2020-11-10,0,0,0,0,0,0,0
"United Kingdom",2020-11-11,0,0,0,0,0,0,0
"United Kingdom",2020-11-12,0,0,0,0,0,0,0
"United Kingdom",2020-11-13,0,0,0,0,0,0,0
"United Kingdom",2020-11-14,1,1,1,3,0.333333333333333,0.97,0.079715402868865
"United Kingdom",2020-11-15,6,4,10,20,0.3,5.8,0.195401684183679
"United Kingdom",2020-11-16,7,14,20,41,0.170731707317073,6.84,0.250139355099706
"United Kingdom",2020-11-17,15,13,25,53,0.283018867924528,14.69,0.352392973937915
"United Kingdom",2020-11-18,10,13,23,46,0.217391304347826,10.4,0.294048714441411
"United Kingdom",2020-11-19,4,3,8,15,0.266666666666667,4.06,0.165645355619721
"United Kingdom",2020-11-20,2,3,13,18,0.111111111111111,1.8,0.113707048722992
"United Kingdom",2020-11-21,4,0,4,8,0.5,4.01,0.118487948498545
"United Kingdom",2020-11-22,0,0,0,0,0,0,0
"United Kingdom",2020-11-23,0,0,0,0,0,0,0
"United Kingdom",2020-11-24,0,0,0,0,0,0,0
"United Kingdom",2020-11-25,0,0,0,0,0,0,0
"United Kingdom",2020-11-26,0,0,0,0,0,0,0
"United Kingdom",2020-11-27,0,0,0,0,0,0,0
"United Kingdom",2020-11-28,0,0,0,0,0,0,0
"United Kingdom",2020-11-29,0,0,0,0,0,0,0
"United Kingdom",2020-11-30,0,0,0,0,0,0,0
"United Kingdom",2020-12-01,0,0,0,0,0,0,0
"United Kingdom",2020-12-02,0,0,0,0,0,0,0
"United Kingdom",2020-12-03,0,0,0,0,0,0,0
"United Kingdom",2020-12-04,0,0,0,0,0,0,0
"United Kingdom",2020-12-05,0,0,0,0,0,0,0
"United Kingdom",2020-12-06,0,0,0,0,0,0,0
"United Kingdom",2020-12-07,0,0,0,0,0,0,0
"United Kingdom",2020-12-08,0,0,0,0,0,0,0
"United Kingdom",2020-12-09,0,0,0,0,0,0,0
"United Kingdom",2020-12-10,0,0,0,0,0,0,0
"United Kingdom",2020-12-11,0,0,0,0,0,0,0
"United Kingdom",2020-12-12,0,0,0,0,0,0,0
"United Kingdom",2020-12-13,0,0,0,0,0,0,0
"United Kingdom",2020-12-14,0,0,0,0,0,0,0
"United Kingdom",2020-12-15,0,0,0,0,0,0,0
"United Kingdom",2020-12-16,0,0,0,0,0,0,0
"United Kingdom",2020-12-17,0,0,0,0,0,0,0
"United Kingdom",2020-12-18,0,0,0,0,0,0,0
"United Kingdom",2020-12-19,0,0,0,0,0,0,0
"United Kingdom",2020-12-20,0,0,0,0,0,0,0
"United Kingdom",2020-12-21,0,0,0,0,0,0,0
"United Kingdom",2020-12-22,0,0,0,0,0,0,0
"United Kingdom",2020-12-23,0,0,0,0,0,0,0
"United Kingdom",2020-12-24,0,0,0,0,0,0,0
"United Kingdom",2020-12-25,2,5,1,8,0.25,2.05,0.12742595393943
"United Kingdom",2020-12-26,4,4,10,18,0.222222222222222,3.85,0.191419471688264
"United Kingdom",2020-12-27,4,13,17,34,0.117647058823529,4,0.2
"United Kingdom",2020-12-28,5,6,17,28,0.178571428571429,5.04,0.204455423508451
"United Kingdom",2020-12-29,6,16,19,41,0.146341463414634,6.24,0.25030082910471
"United Kingdom",2020-12-30,30,52,51,133,0.225563909774436,30,0.461442621491874
"United Kingdom",2020-12-31,19,14,24,57,0.333333333333333,19.05,0.356576029265099
"United Kingdom",2021-01-01,10,17,14,41,0.24390243902439,10.17,0.272680298984994
"United Kingdom",2021-01-02,0,0,0,0,0,0,0
"United Kingdom",2021-01-03,0,0,0,0,0,0,0
"United Kingdom",2021-01-04,0,0,0,0,0,0,0
"United Kingdom",2021-01-05,0,0,0,0,0,0,0
"United Kingdom",2021-01-06,0,0,0,0,0,0,0
"United Kingdom",2021-01-07,0,0,0,0,0,0,0
"United Kingdom",2021-01-08,13,30,30,73,0.178082191780822,12.8,0.339934634239519
"United Kingdom",2021-01-09,16,23,17,56,0.285714285714286,16.43,0.322006022906216
"United Kingdom",2021-01-10,10,16,15,41,0.24390243902439,10.3,0.276522415844804
"United Kingdom",2021-01-11,5,12,24,41,0.121951219512195,4.93,0.221224781704953
"United Kingdom",2021-01-12,7,12,19,38,0.184210526315789,7.11,0.248183298178885
"United Kingdom",2021-01-13,21,31,41,93,0.225806451612903,20.89,0.399468080670718
"United Kingdom",2021-01-14,18,32,37,87,0.206896551724138,17.89,0.40098237952168
"United Kingdom",2021-01-15,15,36,31,82,0.182926829268293,14.65,0.339153729929736
"United Kingdom",2021-01-16,0,0,0,0,0,0,0
"United Kingdom",2021-01-17,0,0,0,0,0,0,0
"United Kingdom",2021-01-18,0,0,0,0,0,0,0
"United Kingdom",2021-01-19,9,12,31,52,0.173076923076923,8.98,0.258191065419829
"United Kingdom",2021-01-20,18,32,39,89,0.202247191011236,17.91,0.349919182588543
"United Kingdom",2021-01-21,11,41,33,85,0.129411764705882,11.01,0.336198294060652
"United Kingdom",2021-01-22,12,25,48,85,0.141176470588235,12.57,0.308877079928328
"United Kingdom",2021-01-23,22,30,51,103,0.213592233009709,22.2,0.436468842536384
"United Kingdom",2021-01-24,19,16,16,51,0.372549019607843,18.66,0.360476676559572
"United Kingdom",2021-01-25,12,20,35,67,0.17910447761194,11.72,0.297830539574152
"United Kingdom",2021-01-26,24,26,39,89,0.269662921348315,24.61,0.468372423689447
"United Kingdom",2021-01-27,28,30,46,104,0.269230769230769,28.28,0.377412776731795
"United Kingdom",2021-01-28,30,34,45,109,0.275229357798165,29.81,0.486939525002953
"United Kingdom",2021-01-29,32,54,100,186,0.172043010752688,31.87,0.506454301586984
"United Kingdom",2021-01-30,17,30,44,91,0.186813186813187,17.04,0.407237552593599
"United Kingdom",2021-01-31,19,46,43,108,0.175925925925926,18.87,0.367809513721217
"United Kingdom",2021-02-01,23,39,52,114,0.201754385964912,23.32,0.448089096479526
"United Kingdom",2021-02-02,4,21,21,46,0.0869565217391304,4.3,0.198224441714258
"United Kingdom",2021-02-03,11,28,39,78,0.141025641025641,11.05,0.285464356776637
"United Kingdom",2021-02-04,7,26,37,70,0.1,6.69,0.250129259513249
"United Kingdom",2021-02-05,8,38,31,77,0.103896103896104,7.74,0.216780855690578
"United Kingdom",2021-02-06,6,19,27,52,0.115384615384615,6,0.242462118253303
"United Kingdom",2021-02-07,14,10,26,50,0.28,14.04,0.330875789200098
"United Kingdom",2021-02-08,12,26,34,72,0.166666666666667,12.4,0.285685424227701
"United Kingdom",2021-02-09,6,18,34,58,0.103448275862069,6.4,0.236557806803318
"United Kingdom",2021-02-10,5,35,25,65,0.0769230769230769,5.38,0.234318267544489
"United Kingdom",2021-02-11,7,29,45,81,0.0864197530864197,7.11,0.233504266394091
"United Kingdom",2021-02-12,10,24,40,74,0.135135135135135,10.13,0.269925167332718
"United Kingdom",2021-02-13,9,31,27,67,0.134328358208955,9.15,0.281545159375324
"United Kingdom",2021-02-14,11,25,19,55,0.2,11.1,0.335899215283815
"United Kingdom",2021-02-15,12,16,34,62,0.193548387096774,12.17,0.320055235131928
"United Kingdom",2021-02-16,12,22,39,73,0.164383561643836,12.45,0.336762662581663
"United Kingdom",2021-02-17,7,25,23,55,0.127272727272727,7.21,0.229753930732139
"United Kingdom",2021-02-18,9,28,31,68,0.132352941176471,9,0.256235371595269
"United Kingdom",2021-02-19,5,22,40,67,0.0746268656716418,4.93,0.213321495883703
"United Kingdom",2021-02-20,10,21,29,60,0.166666666666667,10.2,0.281051416986108
"United Kingdom",2021-02-21,13,20,30,63,0.206349206349206,12.92,0.334446625718582
"United Kingdom",2021-02-22,12,18,32,62,0.193548387096774,12.29,0.320446342756254
"United Kingdom",2021-02-23,8,17,28,53,0.150943396226415,8.3,0.22315460962745
"United Kingdom",2021-02-24,9,31,36,76,0.118421052631579,9.38,0.296709224050018
"United Kingdom",2021-02-25,1,19,21,41,0.024390243902439,0.8,0.0963998407308295
"United Kingdom",2021-02-26,7,11,27,45,0.155555555555556,6.98,0.22382352355588
"United Kingdom",2021-02-27,6,12,22,40,0.15,6.01,0.243084139733342
"United Kingdom",2021-02-28,4,5,24,33,0.121212121212121,4.08,0.188390310501653
"United Kingdom",2021-03-01,0,0,0,0,0,0,0
"United Kingdom",2021-03-02,0,0,0,0,0,0,0
"United Kingdom",2021-03-03,0,0,0,0,0,0,0
"United Kingdom",2021-03-04,7,18,23,48,0.145833333333333,6.76,0.234895205518881
"United Kingdom",2021-03-05,0,0,0,0,0,0,0
"United Kingdom",2021-03-06,0,0,0,0,0,0,0
"United Kingdom",2021-03-07,0,0,0,0,0,0,0
"United Kingdom",2021-03-08,0,0,0,0,0,0,0
"United Kingdom",2021-03-09,0,0,0,0,0,0,0
"United Kingdom",2021-03-10,0,0,0,0,0,0,0
"United Kingdom",2021-03-11,1,0,0,1,1,1,0
"United Kingdom",2021-03-12,10,29,32,71,0.140845070422535,10.21,0.321076157616692
"United Kingdom",2021-03-13,0,0,0,0,0,0,0
"United Kingdom",2021-03-14,0,0,0,0,0,0,0
"United Kingdom",2021-03-15,0,0,0,0,0,0,0
"United Kingdom",2021-03-16,0,0,0,0,0,0,0
"United Kingdom",2021-03-17,0,0,0,0,0,0,0
"United Kingdom",2021-03-18,16,23,34,73,0.219178082191781,15.83,0.342909417611807
"United Kingdom",2021-03-19,31,34,43,108,0.287037037037037,31.18,0.406358551930771
"United Kingdom",2021-03-20,8,20,24,52,0.153846153846154,8.35,0.262611207804706
"United Kingdom",2021-03-21,4,4,15,23,0.173913043478261,3.66,0.181029603025906
"United Kingdom",2021-03-22,7,9,35,51,0.137254901960784,7.26,0.241049892149012
"United Kingdom",2021-03-23,9,26,34,69,0.130434782608696,8.97,0.297278905196362
"United Kingdom",2021-03-24,9,22,39,70,0.128571428571429,8.81,0.280941778360362
"United Kingdom",2021-03-25,9,31,38,78,0.115384615384615,8.84,0.294638967572385
"United Kingdom",2021-03-26,0,0,0,0,0,0,0
"United Kingdom",2021-03-27,0,0,0,0,0,0,0
"United Kingdom",2021-03-28,0,0,0,0,0,0,0
"United Kingdom",2021-03-29,0,0,0,0,0,0,0
"United Kingdom",2021-03-30,0,0,0,0,0,0,0
"United Kingdom",2021-03-31,0,0,0,0,0,0,0
"United Kingdom",2021-04-01,0,0,0,0,0,0,0
"United Kingdom",2021-04-02,0,0,0,0,0,0,0
"United Kingdom",2021-04-03,0,0,0,0,0,0,0
"United Kingdom",2021-04-04,0,0,0,0,0,0,0
"United Kingdom",2021-04-05,0,0,0,0,0,0,0
"United Kingdom",2021-04-06,0,0,0,0,0,0,0
"United Kingdom",2021-04-07,9,20,25,54,0.166666666666667,9.24,0.293402195773734
"United Kingdom",2021-04-08,3,9,18,30,0.1,3.04,0.160126212846005
"United Kingdom",2021-04-09,7,9,21,37,0.189189189189189,7.05,0.246746506325497
"United Kingdom",2021-04-10,6,6,13,25,0.24,6.05,0.196111182647997
"United Kingdom",2021-04-11,3,3,4,10,0.3,2.82,0.143111173850291
"United Kingdom",2021-04-12,2,9,16,27,0.0740740740740741,1.85,0.131329641541713
"United Kingdom",2021-04-13,0,0,0,0,0,0,0
"United Kingdom",2021-04-14,0,0,0,0,0,0,0
"United Kingdom",2021-04-15,0,0,0,0,0,0,0
"United Kingdom",2021-04-16,0,0,0,0,0,0,0
"United Kingdom",2021-04-17,0,0,0,0,0,0,0
"United Kingdom",2021-04-18,0,0,0,0,0,0,0
"United Kingdom",2021-04-19,0,0,0,0,0,0,0
"United Kingdom",2021-04-20,3,1,1,5,0.6,3.03,0.103918188489744
"United Kingdom",2021-04-21,1,13,14,28,0.0357142857142857,1.05,0.0925235432774062
"United Kingdom",2021-04-22,7,20,18,45,0.155555555555556,7.29,0.256351636655906
"United Kingdom",2021-04-23,0,0,0,0,0,0,0
"United Kingdom",2021-04-24,0,0,0,0,0,0,0
"United Kingdom",2021-04-25,1,1,1,3,0.333333333333333,1.02,0.0828531620678804
"United Kingdom",2021-04-26,7,18,25,50,0.14,7.1,0.279429433096816
"United Kingdom",2021-04-27,9,29,18,56,0.160714285714286,8.71,0.277177330832218
"United Kingdom",2021-04-28,0,0,0,0,0,0,0
"United Kingdom",2021-04-29,0,0,0,0,0,0,0
"United Kingdom",2021-04-30,0,0,0,0,0,0,0
"United Kingdom",2021-05-01,0,0,0,0,0,0,0
"United Kingdom",2021-05-02,0,0,0,0,0,0,0
"United Kingdom",2021-05-03,0,0,0,0,0,0,0
"United Kingdom",2021-05-04,0,0,0,0,0,0,0
"United Kingdom",2021-05-05,0,0,0,0,0,0,0
"United Kingdom",2021-05-06,0,0,0,0,0,0,0
"United Kingdom",2021-05-07,0,0,0,0,0,0,0
"United Kingdom",2021-05-08,0,0,0,0,0,0,0
"United Kingdom",2021-05-09,0,0,0,0,0,0,0
"United Kingdom",2021-05-10,0,0,0,0,0,0,0
"United Kingdom",2021-05-11,0,0,0,0,0,0,0
"United Kingdom",2021-05-12,0,0,0,0,0,0,0
"United Kingdom",2021-05-13,0,0,0,0,0,0,0
"United Kingdom",2021-05-14,0,0,0,0,0,0,0
"United Kingdom",2021-05-15,0,0,0,0,0,0,0
"United Kingdom",2021-05-16,0,0,0,0,0,0,0
"United Kingdom",2021-05-17,0,0,0,0,0,0,0
"United Kingdom",2021-05-18,0,0,0,0,0,0,0
"United Kingdom",2021-05-19,0,0,0,0,0,0,0
"United Kingdom",2021-05-20,0,0,0,0,0,0,0
"United Kingdom",2021-05-21,0,0,0,0,0,0,0
"United Kingdom",2021-05-22,0,0,0,0,0,0,0
"United Kingdom",2021-05-23,0,0,3,3,0,0,0
"United Kingdom",2021-05-24,6,33,25,64,0.09375,5.79,0.247531244839348
"United Kingdom",2021-05-25,11,32,21,64,0.171875,10.75,0.275011478181026
"United Kingdom",2021-05-26,9,31,20,60,0.15,8.88,0.256345726145632
"United Kingdom",2021-05-27,6,24,15,45,0.133333333333333,6.12,0.224409438214162
"United Kingdom",2021-05-28,7,17,17,41,0.170731707317073,7.13,0.274379004998266
"United Kingdom",2021-05-29,6,13,17,36,0.166666666666667,5.83,0.216517431122296
"United Kingdom",2021-05-30,0,0,0,0,0,0,0
"United Kingdom",2021-05-31,0,0,0,0,0,0,0
"United Kingdom",2021-06-01,0,0,0,0,0,0,0
"United Kingdom",2021-06-02,0,0,0,0,0,0,0
"United Kingdom",2021-06-03,0,0,0,0,0,0,0
"United Kingdom",2021-06-04,0,0,0,0,0,0,0
"United Kingdom",2021-06-05,0,0,0,0,0,0,0
"United Kingdom",2021-06-06,0,0,0,0,0,0,0
"United Kingdom",2021-06-07,0,0,0,0,0,0,0
"United Kingdom",2021-06-08,0,0,0,0,0,0,0
"United Kingdom",2021-06-09,0,0,0,0,0,0,0
"United Kingdom",2021-06-10,0,0,0,0,0,0,0
"United Kingdom",2021-06-11,0,0,0,0,0,0,0
"United Kingdom",2021-06-12,0,0,0,0,0,0,0
"United Kingdom",2021-06-13,0,0,0,0,0,0,0
"United Kingdom",2021-06-14,0,0,0,0,0,0,0
"United Kingdom",2021-06-15,3,12,11,26,0.115384615384615,3.13,0.169166106880698
"United Kingdom",2021-06-16,1,10,27,38,0.0263157894736842,1.25,0.111350751676807
"United Kingdom",2021-06-17,6,14,10,30,0.2,6.09,0.208455115920755
"United Kingdom",2021-06-18,9,14,15,38,0.236842105263158,9.06,0.298420082190434
"United Kingdom",2021-06-19,3,6,11,20,0.15,2.85,0.156589278113803
"United Kingdom",2021-06-20,2,7,9,18,0.111111111111111,1.9,0.135958995601058
"United Kingdom",2021-06-21,3,11,14,28,0.107142857142857,3.01,0.161742406500602
"United Kingdom",2021-06-22,2,6,6,14,0.142857142857143,2.02,0.13778918167207
"United Kingdom",2021-06-23,4,7,21,32,0.125,3.82,0.213380676564944
"United Kingdom",2021-06-24,0,0,0,0,0,0,0
"United Kingdom",2021-06-25,0,0,0,0,0,0,0
"United Kingdom",2021-06-26,0,0,0,0,0,0,0
"United Kingdom",2021-06-27,0,0,0,0,0,0,0
"United Kingdom",2021-06-28,0,0,0,0,0,0,0
"United Kingdom",2021-06-29,0,0,0,0,0,0,0
"United Kingdom",2021-06-30,5,9,25,39,0.128205128205128,5.05,0.19816073467687
"United Kingdom",2021-07-01,4,10,17,31,0.129032258064516,4.12,0.175395656627057
"United Kingdom",2021-07-02,8,14,14,36,0.222222222222222,8.09,0.23956821427921
"United Kingdom",2021-07-03,6,10,20,36,0.166666666666667,5.95,0.239686242720551
"United Kingdom",2021-07-04,6,14,16,36,0.166666666666667,5.86,0.207933555820997
"United Kingdom",2021-07-05,18,10,23,51,0.352941176470588,17.51,0.351187020307305
"United Kingdom",2021-07-06,0,0,0,0,0,0,0
"United Kingdom",2021-07-07,0,0,0,0,0,0,0
"United Kingdom",2021-07-08,2,0,1,3,0.666666666666667,1.93,0.0843932593411477
"United Kingdom",2021-07-09,4,14,20,38,0.105263157894737,4.09,0.182626737507204
"United Kingdom",2021-07-10,5,9,8,22,0.227272727272727,4.8,0.176955167523108
"United Kingdom",2021-07-11,5,6,9,20,0.25,5.05,0.215263521847952
"United Kingdom",2021-07-12,7,7,7,21,0.333333333333333,7.33,0.208919780651509
"United Kingdom",2021-07-13,8,15,16,39,0.205128205128205,8.09,0.218856070964412
"United Kingdom",2021-07-14,5,9,5,19,0.263157894736842,5.18,0.208108363380934
"United Kingdom",2021-07-15,5,11,15,31,0.161290322580645,4.98,0.21694853460364
"United Kingdom",2021-07-16,4,16,11,31,0.129032258064516,4.14,0.191232050058815
"United Kingdom",2021-07-17,2,8,9,19,0.105263157894737,1.86,0.137083621165766
"United Kingdom",2021-07-18,7,9,7,23,0.304347826086957,6.93,0.22304368372246
"United Kingdom",2021-07-19,7,9,13,29,0.241379310344828,7.06,0.23605340946746
"United Kingdom",2021-07-20,8,3,9,20,0.4,8.19,0.234712375025048
"United Kingdom",2021-07-21,2,6,8,16,0.125,1.98,0.133318180957202
"United Kingdom",2021-07-22,5,7,13,25,0.2,4.86,0.17696658361728
"United Kingdom",2021-07-23,7,11,14,32,0.21875,7.01,0.232463747580981
"United Kingdom",2021-07-24,3,4,14,21,0.142857142857143,2.94,0.174552819709929
"United Kingdom",2021-07-25,4,6,9,19,0.210526315789474,4.05,0.177169096878911
"United Kingdom",2021-07-26,5,3,8,16,0.3125,4.95,0.179435140641318
"United Kingdom",2021-07-27,6,8,17,31,0.193548387096774,6.01,0.228519609927052
"United Kingdom",2021-07-28,2,5,6,13,0.153846153846154,1.92,0.122003477347363
"United Kingdom",2021-07-29,5,6,16,27,0.185185185185185,5.01,0.204245346620582
"United Kingdom",2021-07-30,14,4,13,31,0.451612903225806,14.1,0.298988192733324
"United Kingdom",2021-07-31,0,0,0,0,0,0,0
"United Kingdom",2021-08-01,0,0,0,0,0,0,0
"United Kingdom",2021-08-02,6,8,17,31,0.193548387096774,6.05,0.223550324255519
"United Kingdom",2021-08-03,19,12,21,52,0.365384615384615,19.38,0.335983405073597
"United Kingdom",2021-08-04,12,9,18,39,0.307692307692308,12.21,0.27899350124577
"United Kingdom",2021-08-05,5,7,12,24,0.208333333333333,5.04,0.185276206587011
"United Kingdom",2021-08-06,5,5,13,23,0.217391304347826,4.6,0.188025358272589
"United Kingdom",2021-08-07,6,4,17,27,0.222222222222222,5.96,0.212212967168228
"United Kingdom",2021-08-08,2,5,5,12,0.166666666666667,2.18,0.147969420810347
"United Kingdom",2021-08-09,6,9,12,27,0.222222222222222,5.99,0.207678364376993
"United Kingdom",2021-08-10,0,0,0,0,0,0,0
"United Kingdom",2021-08-11,0,0,0,0,0,0,0
"United Kingdom",2021-08-12,0,0,0,0,0,0,0
"United Kingdom",2021-08-13,1,0,0,1,1,1,0
"United Kingdom",2021-08-14,6,4,11,21,0.285714285714286,5.93,0.227970846975457
"United Kingdom",2021-08-15,2,5,3,10,0.2,1.97,0.125894777292368
"United Kingdom",2021-08-16,5,5,14,24,0.208333333333333,5.02,0.193834251802196
"United Kingdom",2021-08-17,4,3,9,16,0.25,4.41,0.155761407805708
"United Kingdom",2021-08-18,3,5,7,15,0.2,3.02,0.174066050391769
"United Kingdom",2021-08-19,3,3,12,18,0.166666666666667,2.98,0.160164057305393
"United Kingdom",2021-08-20,2,11,7,20,0.1,2.18,0.128220138981379
"United Kingdom",2021-08-21,3,4,2,9,0.333333333333333,2.8,0.126331294458641
"United Kingdom",2021-08-22,4,1,1,6,0.666666666666667,4.09,0.121518174223721
"United Kingdom",2021-08-23,3,4,4,11,0.272727272727273,2.8,0.149747261825525
"United Kingdom",2021-08-24,6,4,6,16,0.375,6.04,0.189053997951416
"United Kingdom",2021-08-25,1,4,10,15,0.0666666666666667,1.04,0.107233343223971
"United Kingdom",2021-08-26,4,9,8,21,0.19047619047619,4.25,0.174295117197206
"United Kingdom",2021-08-27,0,0,0,0,0,0,0
"United Kingdom",2021-08-28,0,0,0,0,0,0,0
"United Kingdom",2021-08-29,0,0,0,0,0,0,0
"United Kingdom",2021-08-30,0,0,0,0,0,0,0
"United Kingdom",2021-08-31,0,0,0,0,0,0,0
"United Kingdom",2021-09-01,0,0,0,0,0,0,0
"United Kingdom",2021-09-02,0,0,0,0,0,0,0
"United Kingdom",2021-09-03,0,0,0,0,0,0,0
"United Kingdom",2021-09-04,0,0,0,0,0,0,0
"United Kingdom",2021-09-05,0,0,0,0,0,0,0
"United Kingdom",2021-09-06,0,0,0,0,0,0,0
"United Kingdom",2021-09-07,2,4,7,13,0.153846153846154,2.2,0.134839972492648
"United Kingdom",2021-09-08,2,1,2,5,0.4,2.08,0.0928559218478941
"United Kingdom",2021-09-09,0,0,0,0,0,0,0
"United Kingdom",2021-09-10,0,0,0,0,0,0,0
"United Kingdom",2021-09-11,0,0,0,0,0,0,0
"United Kingdom",2021-09-12,0,0,0,0,0,0,0
"United Kingdom",2021-09-13,0,0,0,0,0,0,0
